country,year,secondary_school_enrollment_rates,youth_unemployment_rates,education_spending_gdp,decade,efficiency_ratio,schooling_segment,unemployment_segment,education_effort_segment,unemployment_variation
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,163.72
Tanzania,2010,31.89,44.77,4.54,2010s,9.86,Low,Critical,Medium,-163.41
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,163.41
Tanzania,2010,31.89,6.0,4.54,2010s,1.32,Low,Low,Medium,-202.18
Tanzania,2010,31.89,2.05,4.54,2010s,0.45,Low,Low,Medium,-3.95
Tanzania,2010,31.89,3.18,4.54,2010s,0.7,Low,Low,Medium,1.13
Tanzania,2010,31.89,1.01,4.54,2010s,0.22,Low,Low,Medium,-2.17
Tanzania,2010,31.89,1.08,4.54,2010s,0.24,Low,Low,Medium,0.07
Tanzania,2010,31.89,1.67,4.54,2010s,0.37,Low,Low,Medium,0.59
Tanzania,2010,31.89,0.53,4.54,2010s,0.12,Low,Low,Medium,-1.14
Tanzania,2010,31.89,11.7,4.54,2010s,2.58,Low,Low,Medium,11.17
Tanzania,2010,31.89,14.87,4.54,2010s,3.28,Low,Low,Medium,3.17
Tanzania,2010,31.89,8.9,4.54,2010s,1.96,Low,Low,Medium,-5.97
Tanzania,2010,31.89,14.0,4.54,2010s,3.08,Low,Low,Medium,5.1
Tanzania,2010,31.89,9.81,4.54,2010s,2.16,Low,Low,Medium,-4.19
Tanzania,2010,31.89,10.43,4.54,2010s,2.3,Low,Low,Medium,0.62
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,197.75
Tanzania,2010,31.89,9.19,4.54,2010s,2.02,Low,Low,Medium,-198.99
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,198.99
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,0.0
Tanzania,2010,31.89,91.71,4.54,2010s,20.2,Low,Critical,Medium,-116.47
Tanzania,2010,31.89,93.54,4.54,2010s,20.6,Low,Critical,Medium,1.83
Tanzania,2010,31.89,92.62,4.54,2010s,20.4,Low,Critical,Medium,-0.92
Tanzania,2010,31.89,50.46,4.54,2010s,11.11,Low,Critical,Medium,-42.16
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,157.72
Tanzania,2010,31.89,94.5,4.54,2010s,20.81,Low,Critical,Medium,-113.68
Tanzania,2010,31.89,93.31,4.54,2010s,20.55,Low,Critical,Medium,-1.19
Tanzania,2010,31.89,95.67,4.54,2010s,21.07,Low,Critical,Medium,2.36
Tanzania,2010,31.89,2.39,4.54,2010s,0.53,Low,Low,Medium,-93.28
Tanzania,2010,31.89,2.51,4.54,2010s,0.55,Low,Low,Medium,0.12
Tanzania,2010,31.89,2.27,4.54,2010s,0.5,Low,Low,Medium,-0.24
Tanzania,2010,31.89,1.81,4.54,2010s,0.4,Low,Low,Medium,-0.46
Tanzania,2010,31.89,7.89,4.54,2010s,1.74,Low,Low,Medium,6.08
Tanzania,2010,31.89,8.06,4.54,2010s,1.78,Low,Low,Medium,0.17
Tanzania,2010,31.89,7.72,4.54,2010s,1.7,Low,Low,Medium,-0.34
Tanzania,2010,31.89,91.36,4.54,2010s,20.12,Low,Critical,Medium,83.64
Tanzania,2010,31.89,93.05,4.54,2010s,20.5,Low,Critical,Medium,1.69
Tanzania,2010,31.89,92.2,4.54,2010s,20.31,Low,Critical,Medium,-0.85
Tanzania,2010,31.89,96.09,4.54,2010s,21.17,Low,Critical,Medium,3.89
Tanzania,2010,31.89,95.54,4.54,2010s,21.04,Low,Critical,Medium,-0.55
Tanzania,2010,31.89,96.64,4.54,2010s,21.29,Low,Critical,Medium,1.1
Tanzania,2010,31.89,99.54,4.54,2010s,21.93,Low,Critical,Medium,2.9
Tanzania,2010,31.89,100.77,4.54,2010s,22.2,Low,,Medium,1.23
Tanzania,2010,31.89,100.15,4.54,2010s,22.06,Low,,Medium,-0.62
Tanzania,2010,31.89,50.76,4.54,2010s,11.18,Low,Critical,Medium,-49.39
Tanzania,2010,31.89,50.08,4.54,2010s,11.03,Low,Critical,Medium,-0.68
Tanzania,2010,31.89,208.18,4.54,2010s,45.85,Low,,Medium,158.1
Tanzania,2010,31.89,7.0,4.54,2010s,1.54,Low,Low,Medium,-201.18
Tanzania,2010,31.89,57.18,4.54,2010s,12.59,Low,Critical,Medium,50.18
Tanzania,2010,31.89,63.68,4.54,2010s,14.03,Low,Critical,Medium,6.5
Tanzania,2010,31.89,51.48,4.54,2010s,11.34,Low,Critical,Medium,-12.2
Tanzania,2010,31.89,84.76,4.54,2010s,18.67,Low,Critical,Medium,33.28
Tanzania,2010,31.89,82.7,4.54,2010s,18.22,Low,Critical,Medium,-2.06
Tanzania,2010,31.89,86.84,4.54,2010s,19.13,Low,Critical,Medium,4.14
Tanzania,2010,31.89,7.0,4.54,2010s,1.54,Low,Low,Medium,-79.84
Tanzania,2010,31.89,18.11,4.54,2010s,3.99,Low,Moderate,Medium,11.11
Tanzania,2010,31.89,6.52,4.54,2010s,1.44,Low,Low,Medium,-11.59
Tanzania,2010,31.89,27.85,4.54,2010s,6.13,Low,Moderate,Medium,21.33
Tanzania,2010,31.89,32.71,4.54,2010s,7.2,Low,Critical,Medium,4.86
Tanzania,2010,31.89,33.55,4.54,2010s,7.39,Low,Critical,Medium,0.84
Tanzania,2010,31.89,33.12,4.54,2010s,7.3,Low,Critical,Medium,-0.43
Tanzania,2010,31.89,56.61,4.54,2010s,12.47,Low,Critical,Medium,23.49
Tanzania,2010,31.89,2.0,4.54,2010s,0.44,Low,Low,Medium,-54.61
Tanzania,2010,31.89,0.8,4.54,2010s,0.18,Low,Low,Medium,-1.2
Tanzania,2010,31.89,0.82,4.54,2010s,0.18,Low,Low,Medium,0.02
Tanzania,2010,31.89,0.98,4.54,2010s,0.22,Low,Low,Medium,0.16
Tanzania,2010,31.89,1.02,4.54,2010s,0.22,Low,Low,Medium,0.04
Tanzania,2010,31.89,7.0,4.54,2010s,1.54,Low,Low,Medium,5.98
Tanzania,2011,28.59,51.92,4.58,2010s,11.34,Low,Critical,Medium,44.92
Tanzania,2011,28.59,45.24,4.58,2010s,9.88,Low,Critical,Medium,-6.68
Tanzania,2011,28.59,3.47,4.58,2010s,0.76,Low,Low,Medium,-41.77
Tanzania,2011,28.59,2.63,4.58,2010s,0.57,Low,Low,Medium,-0.84
Tanzania,2011,28.59,4.31,4.58,2010s,0.94,Low,Low,Medium,1.68
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,203.87
Tanzania,2011,28.59,49.86,4.58,2010s,10.89,Low,Critical,Medium,-158.32
Tanzania,2011,28.59,9.1,4.58,2010s,1.99,Low,Low,Medium,-40.76
Tanzania,2011,28.59,7.5,4.58,2010s,1.64,Low,Low,Medium,-1.6
Tanzania,2011,28.59,4.2,4.58,2010s,0.92,Low,Low,Medium,-3.3
Tanzania,2011,28.59,9.8,4.58,2010s,2.14,Low,Low,Medium,5.6
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,198.38
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,0.0
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,0.0
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,0.0
Tanzania,2011,28.59,4.58,4.58,2010s,1.0,Low,Low,Medium,-203.6
Tanzania,2011,28.59,17.62,4.58,2010s,3.85,Low,Moderate,Medium,13.04
Tanzania,2011,28.59,46.37,4.58,2010s,10.12,Low,Critical,Medium,28.75
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,161.81
Tanzania,2011,28.59,6.0,4.58,2010s,1.31,Low,Low,Medium,-202.18
Tanzania,2011,28.59,41.8,4.58,2010s,9.13,Low,Critical,Medium,35.8
Tanzania,2011,28.59,46.42,4.58,2010s,10.14,Low,Critical,Medium,4.62
Tanzania,2011,28.59,37.17,4.58,2010s,8.12,Low,Critical,Medium,-9.25
Tanzania,2011,28.59,14.0,4.58,2010s,3.06,Low,Low,Medium,-23.17
Tanzania,2011,28.59,10.53,4.58,2010s,2.3,Low,Low,Medium,-3.47
Tanzania,2011,28.59,11.64,4.58,2010s,2.54,Low,Low,Medium,1.11
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,196.54
Tanzania,2011,28.59,9.4,4.58,2010s,2.05,Low,Low,Medium,-198.78
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,198.78
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,0.0
Tanzania,2011,28.59,51.6,4.58,2010s,11.27,Low,Critical,Medium,-156.58
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,156.58
Tanzania,2011,28.59,96.6,4.58,2010s,21.09,Low,Critical,Medium,-111.58
Tanzania,2011,28.59,96.29,4.58,2010s,21.02,Low,Critical,Medium,-0.31
Tanzania,2011,28.59,96.89,4.58,2010s,21.16,Low,Critical,Medium,0.6
Tanzania,2011,28.59,2.76,4.58,2010s,0.6,Low,Low,Medium,-94.13
Tanzania,2011,28.59,93.81,4.58,2010s,20.48,Low,Critical,Medium,91.05
Tanzania,2011,28.59,96.37,4.58,2010s,21.04,Low,Critical,Medium,2.56
Tanzania,2011,28.59,95.09,4.58,2010s,20.76,Low,Critical,Medium,-1.28
Tanzania,2011,28.59,50.45,4.58,2010s,11.02,Low,Critical,Medium,-44.64
Tanzania,2011,28.59,208.18,4.58,2010s,45.45,Low,,Medium,157.73
Tanzania,2011,28.59,7.0,4.58,2010s,1.53,Low,Low,Medium,-201.18
Tanzania,2011,28.59,81.22,4.58,2010s,17.73,Low,Critical,Medium,74.22
Tanzania,2011,28.59,77.36,4.58,2010s,16.89,Low,Critical,Medium,-3.86
Tanzania,2011,28.59,85.12,4.58,2010s,18.59,Low,Critical,Medium,7.76
Tanzania,2011,28.59,7.0,4.58,2010s,1.53,Low,Low,Medium,-78.12
Tanzania,2011,28.59,89.33,4.58,2010s,19.5,Low,Critical,Medium,82.33
Tanzania,2011,28.59,89.66,4.58,2010s,19.58,Low,Critical,Medium,0.33
Tanzania,2011,28.59,89.03,4.58,2010s,19.44,Low,Critical,Medium,-0.63
Tanzania,2011,28.59,36.34,4.58,2010s,7.93,Low,Critical,Medium,-52.69
Tanzania,2011,28.59,35.3,4.58,2010s,7.71,Low,Critical,Medium,-1.04
Tanzania,2011,28.59,35.83,4.58,2010s,7.82,Low,Critical,Medium,0.53
Tanzania,2011,28.59,2.0,4.58,2010s,0.44,Low,Low,Medium,-33.83
Tanzania,2011,28.59,1.03,4.58,2010s,0.22,Low,Low,Medium,-0.97
Tanzania,2011,28.59,7.0,4.58,2010s,1.53,Low,Low,Medium,5.97
Tanzania,2012,28.59,52.02,4.23,2010s,12.3,Low,Critical,Medium,45.02
Tanzania,2012,28.59,45.1,4.23,2010s,10.66,Low,Critical,Medium,-6.92
Tanzania,2012,28.59,3.22,4.23,2010s,0.76,Low,Low,Medium,-41.88
Tanzania,2012,28.59,2.38,4.23,2010s,0.56,Low,Low,Medium,-0.84
Tanzania,2012,28.59,4.08,4.23,2010s,0.96,Low,Low,Medium,1.7
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,204.1
Tanzania,2012,28.59,49.63,4.23,2010s,11.73,Low,Critical,Medium,-158.55
Tanzania,2012,28.59,8.8,4.23,2010s,2.08,Low,Low,Medium,-40.83
Tanzania,2012,28.59,7.2,4.23,2010s,1.7,Low,Low,Medium,-1.6
Tanzania,2012,28.59,4.2,4.23,2010s,0.99,Low,Low,Medium,-3.0
Tanzania,2012,28.59,9.8,4.23,2010s,2.32,Low,Low,Medium,5.6
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,198.38
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,0.0
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,0.0
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,0.0
Tanzania,2012,28.59,4.23,4.23,2010s,1.0,Low,Low,Medium,-203.95
Tanzania,2012,28.59,16.88,4.23,2010s,3.99,Low,Moderate,Medium,12.65
Tanzania,2012,28.59,29.82,4.23,2010s,7.05,Low,Moderate,Medium,12.94
Tanzania,2012,28.59,5.17,4.23,2010s,1.22,Low,Low,Medium,-24.65
Tanzania,2012,28.59,2.78,4.23,2010s,0.66,Low,Low,Medium,-2.39
Tanzania,2012,28.59,3.96,4.23,2010s,0.94,Low,Low,Medium,1.18
Tanzania,2012,28.59,34.45,4.23,2010s,8.14,Low,Critical,Medium,30.49
Tanzania,2012,28.59,1.93,4.23,2010s,0.46,Low,Low,Medium,-32.52
Tanzania,2012,28.59,2.62,4.23,2010s,0.62,Low,Low,Medium,0.69
Tanzania,2012,28.59,1.3,4.23,2010s,0.31,Low,Low,Medium,-1.32
Tanzania,2012,28.59,0.25,4.23,2010s,0.06,Low,Low,Medium,-1.05
Tanzania,2012,28.59,0.48,4.23,2010s,0.11,Low,Low,Medium,0.23
Tanzania,2012,28.59,1.07,4.23,2010s,0.25,Low,Low,Medium,0.59
Tanzania,2012,28.59,1.5,4.23,2010s,0.35,Low,Low,Medium,0.43
Tanzania,2012,28.59,0.71,4.23,2010s,0.17,Low,Low,Medium,-0.79
Tanzania,2012,28.59,60.1,4.23,2010s,14.21,Low,Critical,Medium,59.39
Tanzania,2012,28.59,60.14,4.23,2010s,14.22,Low,Critical,Medium,0.04
Tanzania,2012,28.59,60.07,4.23,2010s,14.2,Low,Critical,Medium,-0.07
Tanzania,2012,28.59,56.31,4.23,2010s,13.31,Low,Critical,Medium,-3.76
Tanzania,2012,28.59,58.93,4.23,2010s,13.93,Low,Critical,Medium,2.62
Tanzania,2012,28.59,53.9,4.23,2010s,12.74,Low,Critical,Medium,-5.03
Tanzania,2012,28.59,46.32,4.23,2010s,10.95,Low,Critical,Medium,-7.58
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,161.86
Tanzania,2012,28.59,6.0,4.23,2010s,1.42,Low,Low,Medium,-202.18
Tanzania,2012,28.59,3.4,4.23,2010s,0.8,Low,Low,Medium,-2.6
Tanzania,2012,28.59,4.63,4.23,2010s,1.09,Low,Low,Medium,1.23
Tanzania,2012,28.59,2.29,4.23,2010s,0.54,Low,Low,Medium,-2.34
Tanzania,2012,28.59,2.56,4.23,2010s,0.61,Low,Low,Medium,0.27
Tanzania,2012,28.59,3.37,4.23,2010s,0.8,Low,Low,Medium,0.81
Tanzania,2012,28.59,1.82,4.23,2010s,0.43,Low,Low,Medium,-1.55
Tanzania,2012,28.59,11.03,4.23,2010s,2.61,Low,Low,Medium,9.21
Tanzania,2012,28.59,13.74,4.23,2010s,3.25,Low,Low,Medium,2.71
Tanzania,2012,28.59,8.57,4.23,2010s,2.03,Low,Low,Medium,-5.17
Tanzania,2012,28.59,40.24,4.23,2010s,9.51,Low,Critical,Medium,31.67
Tanzania,2012,28.59,44.65,4.23,2010s,10.56,Low,Critical,Medium,4.41
Tanzania,2012,28.59,35.81,4.23,2010s,8.47,Low,Critical,Medium,-8.84
Tanzania,2012,28.59,14.0,4.23,2010s,3.31,Low,Low,Medium,-21.81
Tanzania,2012,28.59,13.46,4.23,2010s,3.18,Low,Low,Medium,-0.54
Tanzania,2012,28.59,14.53,4.23,2010s,3.43,Low,Low,Medium,1.07
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,193.65
Tanzania,2012,28.59,12.38,4.23,2010s,2.93,Low,Low,Medium,-195.8
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,195.8
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,0.0
Tanzania,2012,28.59,86.19,4.23,2010s,20.38,Low,Critical,Medium,-121.99
Tanzania,2012,28.59,88.83,4.23,2010s,21.0,Low,Critical,Medium,2.64
Tanzania,2012,28.59,87.5,4.23,2010s,20.69,Low,Critical,Medium,-1.33
Tanzania,2012,28.59,51.6,4.23,2010s,12.2,Low,Critical,Medium,-35.9
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,156.58
Tanzania,2012,28.59,96.6,4.23,2010s,22.84,Low,Critical,Medium,-111.58
Tanzania,2012,28.59,96.29,4.23,2010s,22.76,Low,Critical,Medium,-0.31
Tanzania,2012,28.59,96.89,4.23,2010s,22.91,Low,Critical,Medium,0.6
Tanzania,2012,28.59,2.63,4.23,2010s,0.62,Low,Low,Medium,-94.26
Tanzania,2012,28.59,2.73,4.23,2010s,0.65,Low,Low,Medium,0.1
Tanzania,2012,28.59,2.53,4.23,2010s,0.6,Low,Low,Medium,-0.2
Tanzania,2012,28.59,64.29,4.23,2010s,15.2,Low,Critical,Medium,61.76
Tanzania,2012,28.59,57.84,4.23,2010s,13.67,Low,Critical,Medium,-6.45
Tanzania,2012,28.59,71.37,4.23,2010s,16.87,Low,Critical,Medium,13.53
Tanzania,2012,28.59,80.77,4.23,2010s,19.09,Low,Critical,Medium,9.4
Tanzania,2012,28.59,75.22,4.23,2010s,17.78,Low,Critical,Medium,-5.55
Tanzania,2012,28.59,86.8,4.23,2010s,20.52,Low,Critical,Medium,11.58
Tanzania,2012,28.59,4.87,4.23,2010s,1.15,Low,Low,Medium,-81.93
Tanzania,2012,28.59,4.84,4.23,2010s,1.14,Low,Low,Medium,-0.03
Tanzania,2012,28.59,4.9,4.23,2010s,1.16,Low,Low,Medium,0.06
Tanzania,2012,28.59,86.19,4.23,2010s,20.38,Low,Critical,Medium,81.29
Tanzania,2012,28.59,88.83,4.23,2010s,21.0,Low,Critical,Medium,2.64
Tanzania,2012,28.59,87.5,4.23,2010s,20.69,Low,Critical,Medium,-1.33
Tanzania,2012,28.59,83.93,4.23,2010s,19.84,Low,Critical,Medium,-3.57
Tanzania,2012,28.59,83.29,4.23,2010s,19.69,Low,Critical,Medium,-0.64
Tanzania,2012,28.59,84.57,4.23,2010s,19.99,Low,Critical,Medium,1.28
Tanzania,2012,28.59,90.75,4.23,2010s,21.45,Low,Critical,Medium,6.18
Tanzania,2012,28.59,93.2,4.23,2010s,22.03,Low,Critical,Medium,2.45
Tanzania,2012,28.59,91.97,4.23,2010s,21.74,Low,Critical,Medium,-1.23
Tanzania,2012,28.59,45.83,4.23,2010s,10.83,Low,Critical,Medium,-46.14
Tanzania,2012,28.59,50.16,4.23,2010s,11.86,Low,Critical,Medium,4.33
Tanzania,2012,28.59,208.18,4.23,2010s,49.22,Low,,Medium,158.02
Tanzania,2012,28.59,7.0,4.23,2010s,1.65,Low,Low,Medium,-201.18
Tanzania,2012,28.59,64.79,4.23,2010s,15.32,Low,Critical,Medium,57.79
Tanzania,2012,28.59,71.22,4.23,2010s,16.84,Low,Critical,Medium,6.43
Tanzania,2012,28.59,58.98,4.23,2010s,13.94,Low,Critical,Medium,-12.24
Tanzania,2012,28.59,78.3,4.23,2010s,18.51,Low,Critical,Medium,19.32
Tanzania,2012,28.59,74.58,4.23,2010s,17.63,Low,Critical,Medium,-3.72
Tanzania,2012,28.59,82.05,4.23,2010s,19.4,Low,Critical,Medium,7.47
Tanzania,2012,28.59,7.0,4.23,2010s,1.65,Low,Low,Medium,-75.05
Tanzania,2012,28.59,33.09,4.23,2010s,7.82,Low,Critical,Medium,26.09
Tanzania,2012,28.59,9.77,4.23,2010s,2.31,Low,Low,Medium,-23.32
Tanzania,2012,28.59,53.91,4.23,2010s,12.74,Low,Critical,Medium,44.14
Tanzania,2012,28.59,36.0,4.23,2010s,8.51,Low,Critical,Medium,-17.91
Tanzania,2012,28.59,35.07,4.23,2010s,8.29,Low,Critical,Medium,-0.93
Tanzania,2012,28.59,35.54,4.23,2010s,8.4,Low,Critical,Medium,0.47
Tanzania,2012,28.59,113.28,4.23,2010s,26.78,Low,,Medium,77.74
Tanzania,2012,28.59,2.0,4.23,2010s,0.47,Low,Low,Medium,-111.28
Tanzania,2012,28.59,0.54,4.23,2010s,0.13,Low,Low,Medium,-1.46
Tanzania,2012,28.59,1.02,4.23,2010s,0.24,Low,Low,Medium,0.48
Tanzania,2012,28.59,7.0,4.23,2010s,1.65,Low,Low,Medium,5.98
Tanzania,2012,28.59,78.1,4.23,2010s,18.46,Low,Critical,Medium,71.1
Tanzania,2012,28.59,83.38,4.23,2010s,19.71,Low,Critical,Medium,5.28
Tanzania,2012,28.59,73.35,4.23,2010s,17.34,Low,Critical,Medium,-10.03
Tanzania,2012,28.59,85.94,4.23,2010s,20.32,Low,Critical,Medium,12.59
Tanzania,2012,28.59,87.17,4.23,2010s,20.61,Low,Critical,Medium,1.23
Tanzania,2012,28.59,0.97,4.23,2010s,0.23,Low,Low,Medium,-86.2
Tanzania,2012,28.59,84.85,4.23,2010s,20.06,Low,Critical,Medium,83.88
Tanzania,2013,32.39,52.15,4.64,2010s,11.24,Low,Critical,Medium,-32.7
Tanzania,2013,32.39,44.94,4.64,2010s,9.69,Low,Critical,Medium,-7.21
Tanzania,2013,32.39,2.93,4.64,2010s,0.63,Low,Low,Medium,-42.01
Tanzania,2013,32.39,2.1,4.64,2010s,0.45,Low,Low,Medium,-0.83
Tanzania,2013,32.39,3.78,4.64,2010s,0.81,Low,Low,Medium,1.68
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,204.4
Tanzania,2013,32.39,49.36,4.64,2010s,10.64,Low,Critical,Medium,-158.82
Tanzania,2013,32.39,8.4,4.64,2010s,1.81,Low,Low,Medium,-40.96
Tanzania,2013,32.39,7.0,4.64,2010s,1.51,Low,Low,Medium,-1.4
Tanzania,2013,32.39,4.2,4.64,2010s,0.91,Low,Low,Medium,-2.8
Tanzania,2013,32.39,9.9,4.64,2010s,2.13,Low,Low,Medium,5.7
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,198.28
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,0.0
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,0.0
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,0.0
Tanzania,2013,32.39,4.64,4.64,2010s,1.0,Low,Low,Medium,-203.54
Tanzania,2013,32.39,19.12,4.64,2010s,4.12,Low,Moderate,Medium,14.48
Tanzania,2013,32.39,4.81,4.64,2010s,1.04,Low,Low,Medium,-14.31
Tanzania,2013,32.39,2.55,4.64,2010s,0.55,Low,Low,Medium,-2.26
Tanzania,2013,32.39,3.67,4.64,2010s,0.79,Low,Low,Medium,1.12
Tanzania,2013,32.39,60.59,4.64,2010s,13.06,Low,Critical,Medium,56.92
Tanzania,2013,32.39,60.96,4.64,2010s,13.14,Low,Critical,Medium,0.37
Tanzania,2013,32.39,60.21,4.64,2010s,12.98,Low,Critical,Medium,-0.75
Tanzania,2013,32.39,33.76,4.64,2010s,7.28,Low,Critical,Medium,-26.45
Tanzania,2013,32.39,31.01,4.64,2010s,6.68,Low,Critical,Medium,-2.75
Tanzania,2013,32.39,32.39,4.64,2010s,6.98,Low,Critical,Medium,1.38
Tanzania,2013,32.39,47.94,4.64,2010s,10.33,Low,Critical,Medium,15.55
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,160.24
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,0.0
Tanzania,2013,32.39,6.0,4.64,2010s,1.29,Low,Low,Medium,-202.18
Tanzania,2013,32.39,35.13,4.64,2010s,7.57,Low,Critical,Medium,29.13
Tanzania,2013,32.39,39.65,4.64,2010s,8.55,Low,Critical,Medium,4.52
Tanzania,2013,32.39,32.38,4.64,2010s,6.98,Low,Critical,Medium,-7.27
Tanzania,2013,32.39,14.0,4.64,2010s,3.02,Low,Low,Medium,-18.38
Tanzania,2013,32.39,16.22,4.64,2010s,3.5,Low,Moderate,Medium,2.22
Tanzania,2013,32.39,17.42,4.64,2010s,3.75,Low,Moderate,Medium,1.2
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,190.76
Tanzania,2013,32.39,15.01,4.64,2010s,3.23,Low,Moderate,Medium,-193.17
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,193.17
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,0.0
Tanzania,2013,32.39,83.39,4.64,2010s,17.97,Low,Critical,Medium,-124.79
Tanzania,2013,32.39,86.66,4.64,2010s,18.68,Low,Critical,Medium,3.27
Tanzania,2013,32.39,85.01,4.64,2010s,18.32,Low,Critical,Medium,-1.65
Tanzania,2013,32.39,51.84,4.64,2010s,11.17,Low,Critical,Medium,-33.17
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,156.34
Tanzania,2013,32.39,98.99,4.64,2010s,21.33,Low,Critical,Medium,-109.19
Tanzania,2013,32.39,98.86,4.64,2010s,21.31,Low,Critical,Medium,-0.13
Tanzania,2013,32.39,99.11,4.64,2010s,21.36,Low,Critical,Medium,0.25
Tanzania,2013,32.39,3.5,4.64,2010s,0.75,Low,Low,Medium,-95.61
Tanzania,2013,32.39,3.67,4.64,2010s,0.79,Low,Low,Medium,0.17
Tanzania,2013,32.39,3.34,4.64,2010s,0.72,Low,Low,Medium,-0.33
Tanzania,2013,32.39,2.41,4.64,2010s,0.52,Low,Low,Medium,-0.93
Tanzania,2013,32.39,5.42,4.64,2010s,1.17,Low,Low,Medium,3.01
Tanzania,2013,32.39,5.54,4.64,2010s,1.19,Low,Low,Medium,0.12
Tanzania,2013,32.39,5.31,4.64,2010s,1.14,Low,Low,Medium,-0.23
Tanzania,2013,32.39,64.33,4.64,2010s,13.86,Low,Critical,Medium,59.02
Tanzania,2013,32.39,63.87,4.64,2010s,13.77,Low,Critical,Medium,-0.46
Tanzania,2013,32.39,64.79,4.64,2010s,13.96,Low,Critical,Medium,0.92
Tanzania,2013,32.39,82.52,4.64,2010s,17.78,Low,Critical,Medium,17.73
Tanzania,2013,32.39,85.4,4.64,2010s,18.41,Low,Critical,Medium,2.88
Tanzania,2013,32.39,83.95,4.64,2010s,18.09,Low,Critical,Medium,-1.45
Tanzania,2013,32.39,90.7,4.64,2010s,19.55,Low,Critical,Medium,6.75
Tanzania,2013,32.39,89.93,4.64,2010s,19.38,Low,Critical,Medium,-0.77
Tanzania,2013,32.39,91.48,4.64,2010s,19.72,Low,Critical,Medium,1.55
Tanzania,2013,32.39,87.39,4.64,2010s,18.83,Low,Critical,Medium,-4.09
Tanzania,2013,32.39,90.28,4.64,2010s,19.46,Low,Critical,Medium,2.89
Tanzania,2013,32.39,88.83,4.64,2010s,19.14,Low,Critical,Medium,-1.45
Tanzania,2013,32.39,43.44,4.64,2010s,9.36,Low,Critical,Medium,-45.39
Tanzania,2013,32.39,50.6,4.64,2010s,10.91,Low,Critical,Medium,7.16
Tanzania,2013,32.39,208.18,4.64,2010s,44.87,Low,,Medium,157.58
Tanzania,2013,32.39,7.0,4.64,2010s,1.51,Low,Low,Medium,-201.18
Tanzania,2013,32.39,74.19,4.64,2010s,15.99,Low,Critical,Medium,67.19
Tanzania,2013,32.39,72.49,4.64,2010s,15.62,Low,Critical,Medium,-1.7
Tanzania,2013,32.39,77.9,4.64,2010s,16.79,Low,Critical,Medium,5.41
Tanzania,2013,32.39,7.0,4.64,2010s,1.51,Low,Low,Medium,-70.9
Tanzania,2013,32.39,33.02,4.64,2010s,7.12,Low,Critical,Medium,26.02
Tanzania,2013,32.39,33.85,4.64,2010s,7.3,Low,Critical,Medium,0.83
Tanzania,2013,32.39,33.43,4.64,2010s,7.2,Low,Critical,Medium,-0.42
Tanzania,2013,32.39,2.0,4.64,2010s,0.43,Low,Low,Medium,-31.43
